team_id,run_id,topic_id,n_answer_items,n_chars,gpt6_tokens,qwen_tokens
T175,brad,rag2026-97,19,4074,768,784
T175,brad,rag2026-98,21,4012,746,750
T175,brad,rag2026-99,17,3981,743,758
T656,brian,rag2026-0,6,1053,162,165
T656,brian,rag2026-1,6,767,138,140
T656,brian,rag2026-2,8,1221,210,211
T656,brian,rag2026-3,15,2595,468,481
T656,brian,rag2026-4,4,500,96,100
T656,brian,rag2026-5,15,2415,427,435
T656,brian,rag2026-6,9,984,157,158
T656,brian,rag2026-7,6,706,113,111
T656,brian,rag2026-8,6,665,116,116
T656,brian,rag2026-9,8,1383,237,240
T656,brian,rag2026-10,7,1308,229,229
T656,brian,rag2026-11,5,711,117,116
T656,brian,rag2026-12,7,954,162,167
T656,brian,rag2026-13,3,421,76,80
T656,brian,rag2026-14,7,836,145,146
T656,brian,rag2026-15,6,892,145,144
T656,brian,rag2026-16,14,1905,329,336
T656,brian,rag2026-17,5,702,121,123
T656,brian,rag2026-18,7,977,172,176
T656,brian,rag2026-19,15,1725,298,300
T656,brian,rag2026-20,6,835,154,157
T656,brian,rag2026-21,7,967,174,182
T656,brian,rag2026-22,15,2319,420,428
T656,brian,rag2026-23,7,869,148,149
T656,brian,rag2026-24,15,2060,435,438
T656,brian,rag2026-25,15,1725,303,303
T656,brian,rag2026-26,15,1580,291,303
T656,brian,rag2026-27,7,883,190,196
T656,brian,rag2026-28,7,979,167,167
T656,brian,rag2026-29,7,851,143,145
T656,brian,rag2026-30,7,1230,217,217
T656,brian,rag2026-31,5,923,159,159
T656,brian,rag2026-32,6,833,135,136
T656,brian,rag2026-33,6,909,150,153
T656,brian,rag2026-34,8,1195,201,204
T656,brian,rag2026-35,15,2073,362,379
T656,brian,rag2026-36,8,784,147,151
T656,brian,rag2026-37,7,1117,196,200
T656,brian,rag2026-38,6,850,145,146
T656,brian,rag2026-39,7,1030,187,191
T656,brian,rag2026-40,5,678,117,118
T656,brian,rag2026-41,6,640,111,111
T656,brian,rag2026-42,6,859,141,142
T656,brian,rag2026-43,5,552,99,100
T656,brian,rag2026-44,5,630,113,115
T656,brian,rag2026-45,15,2427,383,384
T656,brian,rag2026-46,15,2889,516,523
T656,brian,rag2026-47,7,1055,178,178
T656,brian,rag2026-48,5,611,96,96
T656,brian,rag2026-49,8,1257,219,221
T656,brian,rag2026-50,7,884,156,158
T656,brian,rag2026-51,9,665,113,114
T656,brian,rag2026-52,5,661,119,122
T656,brian,rag2026-53,7,979,176,177
T656,brian,rag2026-54,15,1470,225,224
T656,brian,rag2026-55,4,550,86,88
T656,brian,rag2026-56,14,2019,329,325
T656,brian,rag2026-57,6,767,141,141
T656,brian,rag2026-58,5,505,93,94
T656,brian,rag2026-59,4,586,100,101
T656,brian,rag2026-60,7,995,182,185
T656,brian,rag2026-61,8,1038,181,187
T656,brian,rag2026-62,9,1483,266,266
T656,brian,rag2026-63,5,527,92,93
T656,brian,rag2026-64,15,1921,326,329
T656,brian,rag2026-65,5,592,100,100
T656,brian,rag2026-66,15,1775,287,293
T656,brian,rag2026-67,5,845,153,156
T656,brian,rag2026-68,8,839,138,138
T656,brian,rag2026-69,7,1428,222,221
T656,brian,rag2026-70,5,676,123,125
T656,brian,rag2026-71,3,318,51,52
T656,brian,rag2026-72,4,545,86,88
T656,brian,rag2026-73,6,767,129,131
T656,brian,rag2026-74,4,503,93,93
T656,brian,rag2026-75,6,745,125,125
T656,brian,rag2026-76,15,1795,336,344
T656,brian,rag2026-77,5,569,89,90
T656,brian,rag2026-78,7,594,101,101
T656,brian,rag2026-79,8,926,158,161
T656,brian,rag2026-80,10,1511,311,308
T656,brian,rag2026-81,6,575,114,116
T656,brian,rag2026-82,4,400,66,67
T656,brian,rag2026-83,15,1602,299,306
T656,brian,rag2026-84,3,354,52,52
T656,brian,rag2026-85,10,1822,320,327
T656,brian,rag2026-86,7,940,182,183
T656,brian,rag2026-87,10,1767,316,330
T656,brian,rag2026-88,7,831,150,150
T656,brian,rag2026-89,5,890,156,167
T656,brian,rag2026-90,7,783,129,131
T656,brian,rag2026-91,4,558,91,91
T656,brian,rag2026-92,5,552,87,87
T656,brian,rag2026-93,9,1042,196,201
T656,brian,rag2026-94,4,562,94,94
T656,brian,rag2026-95,6,742,122,122
T656,brian,rag2026-96,15,1525,289,293
T656,brian,rag2026-97,6,755,136,136
T656,brian,rag2026-98,15,2217,407,407
T656,brian,rag2026-99,5,646,122,122
T656,brian,rag2026-100,8,973,153,159
T656,brian,rag2026-101,7,936,166,166
T656,brian,rag2026-102,15,2291,390,398
T656,brian,rag2026-103,8,1028,176,180
T656,brian,rag2026-104,9,869,148,150
T656,brian,rag2026-105,4,571,105,107
T656,brian,rag2026-106,7,952,170,169
T656,brian,rag2026-107,15,1777,325,336
T656,brian,rag2026-108,7,594,90,91
T656,brian,rag2026-109,8,977,162,163
T656,brian,rag2026-110,9,1295,262,266
T656,brian,rag2026-111,15,1345,256,264
T656,brian,rag2026-112,15,2332,397,404
T656,brian,rag2026-113,9,894,174,177
T656,brian,rag2026-114,14,2450,403,404
T656,brian,rag2026-115,7,1130,199,206
T656,brian,rag2026-116,5,669,119,121
T656,brian,rag2026-117,7,788,144,147
T656,brian,rag2026-118,5,635,102,103
T907,carlo,rag2026-0,3,574,83,85
T907,carlo,rag2026-1,3,445,81,83
T907,carlo,rag2026-2,3,545,89,89
T907,carlo,rag2026-3,3,650,123,136
T907,carlo,rag2026-4,3,503,99,104
T907,carlo,rag2026-5,3,398,94,100
T907,carlo,rag2026-6,3,438,80,82
T907,carlo,rag2026-9,3,593,112,119
T907,carlo,rag2026-11,3,875,136,135
T907,carlo,rag2026-12,3,515,103,111
T907,carlo,rag2026-13,3,535,94,95
T907,carlo,rag2026-14,3,666,112,114
T907,carlo,rag2026-19,3,491,84,84
T907,carlo,rag2026-22,3,626,125,125
T907,carlo,rag2026-25,3,733,127,126
T907,carlo,rag2026-27,3,762,262,300
T907,carlo,rag2026-28,3,369,61,61
T907,carlo,rag2026-29,3,527,126,136
T907,carlo,rag2026-30,3,388,66,66
T907,carlo,rag2026-31,3,472,88,89
T907,carlo,rag2026-32,3,819,131,131
T907,carlo,rag2026-33,3,640,101,103
T907,carlo,rag2026-34,3,658,116,116
T907,carlo,rag2026-36,3,566,134,144
T907,carlo,rag2026-37,3,387,86,90
T907,carlo,rag2026-38,3,462,73,73
T907,carlo,rag2026-39,3,517,91,93
T907,carlo,rag2026-40,3,689,112,114
T907,carlo,rag2026-41,3,565,113,120
T907,carlo,rag2026-42,3,686,117,122
T907,carlo,rag2026-43,3,565,101,101
T907,carlo,rag2026-44,3,538,93,92
T907,carlo,rag2026-45,3,302,65,67
T907,carlo,rag2026-46,3,468,78,78
T907,carlo,rag2026-47,3,846,136,137
T907,carlo,rag2026-48,3,764,120,122
T907,carlo,rag2026-49,3,288,63,64
T907,carlo,rag2026-50,3,695,123,123
T907,carlo,rag2026-53,3,584,113,114
T907,carlo,rag2026-54,3,432,84,88
T907,carlo,rag2026-56,3,564,84,86
T907,carlo,rag2026-57,3,739,119,118
T907,carlo,rag2026-59,3,637,105,106
T907,carlo,rag2026-60,3,600,113,126
T907,carlo,rag2026-61,3,538,101,103
T907,carlo,rag2026-64,3,716,116,116
T907,carlo,rag2026-65,3,608,104,105
T907,carlo,rag2026-66,3,511,82,83
T907,carlo,rag2026-68,3,574,88,87
T907,carlo,rag2026-70,3,390,68,69
T907,carlo,rag2026-71,3,390,60,60
T907,carlo,rag2026-72,3,521,110,111
T907,carlo,rag2026-74,3,516,95,97
T907,carlo,rag2026-75,3,405,108,113
T907,carlo,rag2026-77,3,383,54,55
T907,carlo,rag2026-78,3,541,86,87
T907,carlo,rag2026-79,3,578,86,87
T907,carlo,rag2026-80,3,479,117,119
T907,carlo,rag2026-81,3,571,100,103
T907,carlo,rag2026-82,3,807,142,148
T907,carlo,rag2026-83,3,557,125,122
T907,carlo,rag2026-84,3,566,92,89
T907,carlo,rag2026-86,3,249,50,50
T907,carlo,rag2026-87,3,653,122,125
T907,carlo,rag2026-88,3,502,99,99
T907,carlo,rag2026-89,3,638,110,118
T907,carlo,rag2026-90,3,613,117,124
T907,carlo,rag2026-91,3,431,73,73
T907,carlo,rag2026-92,3,1098,191,201
T907,carlo,rag2026-93,3,366,81,85
T907,carlo,rag2026-98,3,578,103,103
T907,carlo,rag2026-100,3,385,78,87
T907,carlo,rag2026-101,3,548,91,91
T907,carlo,rag2026-102,3,550,95,95
T907,carlo,rag2026-103,3,640,116,119
T907,carlo,rag2026-104,3,673,114,116
T907,carlo,rag2026-105,3,598,112,115
T907,carlo,rag2026-108,3,751,116,116
T907,carlo,rag2026-109,3,795,141,141
T907,carlo,rag2026-110,3,474,89,94
T907,carlo,rag2026-112,3,576,112,114
T907,carlo,rag2026-113,3,522,95,97
T907,carlo,rag2026-115,3,370,133,143
T907,carlo,rag2026-116,3,773,119,120
T907,carlo,rag2026-117,3,477,90,92
T907,carlo,rag2026-118,3,743,124,127
T569,carmen,rag2026-0,23,7900,1338,1362
T569,carmen,rag2026-1,27,6797,1257,1293
T569,carmen,rag2026-2,24,7176,1194,1214
T569,carmen,rag2026-3,32,7116,1339,1424
T569,carmen,rag2026-4,25,6936,1201,1213
T569,carmen,rag2026-5,26,7066,1392,1441
T569,carmen,rag2026-6,28,7377,1419,1542
T569,carmen,rag2026-7,27,7860,1331,1345
T569,carmen,rag2026-8,22,6651,1174,1194
T569,carmen,rag2026-9,18,6202,1149,1177
T569,carmen,rag2026-10,30,6763,1237,1300
T569,carmen,rag2026-11,22,7100,1132,1158
T569,carmen,rag2026-12,34,6596,1318,1403
T569,carmen,rag2026-13,28,7053,1234,1257
T569,carmen,rag2026-14,24,7169,1213,1242
T569,carmen,rag2026-15,21,7426,1279,1295
T569,carmen,rag2026-16,20,7625,1449,1508
T569,carmen,rag2026-17,26,7819,1386,1425
T569,carmen,rag2026-18,19,7091,1291,1325
T569,carmen,rag2026-19,24,7362,1308,1372
T569,carmen,rag2026-20,35,7227,1256,1271
T569,carmen,rag2026-21,25,6168,1135,1174
T569,carmen,rag2026-22,27,7402,1247,1261
T569,carmen,rag2026-23,21,6955,1147,1163
T569,carmen,rag2026-24,24,6914,1284,1328
T569,carmen,rag2026-25,19,6525,1146,1174
T569,carmen,rag2026-26,20,7740,1295,1344
T569,carmen,rag2026-27,24,6904,1436,1508
T569,carmen,rag2026-28,33,7667,1443,1493
T569,carmen,rag2026-29,24,7067,1299,1354
T569,carmen,rag2026-30,34,7201,1321,1343
T569,carmen,rag2026-31,24,7616,1343,1350
T569,carmen,rag2026-32,32,7250,1279,1339
T569,carmen,rag2026-33,19,7194,1307,1330
T569,carmen,rag2026-34,27,7522,1352,1385
T569,carmen,rag2026-35,18,6415,1120,1149
T569,carmen,rag2026-36,19,7364,1454,1560
T569,carmen,rag2026-37,17,6809,1188,1203
T569,carmen,rag2026-38,20,6673,1172,1195
T569,carmen,rag2026-39,28,7388,1213,1222
T569,carmen,rag2026-40,20,6585,1108,1129
T569,carmen,rag2026-41,28,6833,1294,1316
T569,carmen,rag2026-42,29,7342,1363,1396
T569,carmen,rag2026-43,31,7510,1251,1259
T569,carmen,rag2026-44,29,6943,1254,1266
T569,carmen,rag2026-45,25,7426,1304,1342
T569,carmen,rag2026-46,24,6902,1232,1238
T569,carmen,rag2026-47,20,7242,1165,1172
T569,carmen,rag2026-48,29,7475,1263,1278
T569,carmen,rag2026-49,29,7923,1367,1408
T569,carmen,rag2026-50,17,5427,995,1031
T569,carmen,rag2026-51,22,6521,1142,1151
T569,carmen,rag2026-52,22,5288,1027,1054
T569,carmen,rag2026-53,23,5699,1252,1371
T569,carmen,rag2026-54,21,7395,1272,1313
T569,carmen,rag2026-55,25,7419,1248,1253
T569,carmen,rag2026-56,26,7505,1326,1379
T569,carmen,rag2026-57,24,7556,1339,1391
T569,carmen,rag2026-58,24,5783,1178,1181
T569,carmen,rag2026-59,26,7064,1294,1319
T569,carmen,rag2026-60,25,6413,1139,1193
T569,carmen,rag2026-61,27,7361,1363,1421
T569,carmen,rag2026-62,52,6768,1203,1216
T569,carmen,rag2026-63,31,6529,1513,1496
T569,carmen,rag2026-64,25,7082,1249,1280
T569,carmen,rag2026-65,24,7441,1256,1278
T569,carmen,rag2026-66,26,7732,1385,1427
T569,carmen,rag2026-67,21,6902,1197,1235
T569,carmen,rag2026-68,29,7715,1349,1383
T569,carmen,rag2026-69,19,6643,1065,1089
T569,carmen,rag2026-70,21,7380,1340,1345
T569,carmen,rag2026-71,25,7787,1333,1340
T569,carmen,rag2026-72,32,6654,1455,1479
T569,carmen,rag2026-73,29,7460,1290,1316
T569,carmen,rag2026-74,24,7053,1282,1310
T569,carmen,rag2026-75,16,7118,1229,1263
T569,carmen,rag2026-76,18,6311,1107,1136
T569,carmen,rag2026-77,27,6589,1114,1147
T569,carmen,rag2026-78,25,7276,1352,1380
T569,carmen,rag2026-79,18,6805,1186,1220
T569,carmen,rag2026-80,17,5439,951,951
T569,carmen,rag2026-81,21,6415,1211,1236
T569,carmen,rag2026-82,23,7373,1288,1301
T569,carmen,rag2026-83,21,7410,1288,1295
T569,carmen,rag2026-84,24,6873,1344,1308
T569,carmen,rag2026-85,22,7136,1219,1253
T569,carmen,rag2026-86,28,7438,1312,1356
T569,carmen,rag2026-87,21,7146,1257,1273
T569,carmen,rag2026-88,21,6690,1187,1237
T569,carmen,rag2026-89,19,6355,1044,1058
T569,carmen,rag2026-90,27,7364,1426,1521
T569,carmen,rag2026-91,25,5004,1200,1188
T569,carmen,rag2026-92,20,6735,1202,1190
T569,carmen,rag2026-93,25,6172,1156,1188
T569,carmen,rag2026-94,23,7352,1275,1323
T569,carmen,rag2026-95,25,7084,1250,1291
T569,carmen,rag2026-96,22,6824,1203,1248
T569,carmen,rag2026-97,19,6721,1194,1248
T569,carmen,rag2026-98,28,6107,1200,1214
T569,carmen,rag2026-99,22,7797,1401,1417
T569,carmen,rag2026-100,28,7264,1265,1278
T569,carmen,rag2026-101,17,5822,1108,1146
T569,carmen,rag2026-102,17,7212,1315,1403
T569,carmen,rag2026-103,23,6949,1261,1313
T569,carmen,rag2026-104,27,7459,1369,1396
T569,carmen,rag2026-105,28,7106,1248,1255
T569,carmen,rag2026-106,22,7294,1333,1350
T569,carmen,rag2026-107,23,6381,1188,1218
T569,carmen,rag2026-108,20,6587,1175,1234
T569,carmen,rag2026-109,27,7658,1345,1399
T569,carmen,rag2026-110,29,6640,1327,1403
T569,carmen,rag2026-111,20,5913,1150,1233
T569,carmen,rag2026-112,18,7189,1293,1336
T569,carmen,rag2026-113,28,7225,1314,1325
T569,carmen,rag2026-114,26,7063,1213,1228
T569,carmen,rag2026-115,34,7025,1617,1626
T569,carmen,rag2026-116,20,7251,1217,1263
T569,carmen,rag2026-117,30,7037,1270,1292
T569,carmen,rag2026-118,20,7144,1345,1387
T768,chris,rag2026-0,15,2458,397,402
T768,chris,rag2026-1,14,2056,383,388
T768,chris,rag2026-2,13,2067,358,358
T768,chris,rag2026-3,15,1983,359,373
T768,chris,rag2026-4,15,1955,366,373
T768,chris,rag2026-5,13,1848,321,332
T768,chris,rag2026-6,15,2181,370,383
T768,chris,rag2026-7,14,2203,367,371
T768,chris,rag2026-8,15,2177,376,380
T768,chris,rag2026-9,15,2310,407,414
T768,chris,rag2026-10,15,2178,438,446
T768,chris,rag2026-11,15,2370,390,393
T768,chris,rag2026-12,16,2752,518,539
T768,chris,rag2026-13,15,2217,380,385
T768,chris,rag2026-14,15,2267,377,387
T768,chris,rag2026-15,15,2462,415,415
T768,chris,rag2026-16,15,2217,354,358
T768,chris,rag2026-17,15,2222,397,403
T768,chris,rag2026-18,15,2275,395,398
T768,chris,rag2026-19,15,2509,458,470
T768,chris,rag2026-20,15,2103,362,365
T768,chris,rag2026-21,15,1969,352,358
T768,chris,rag2026-22,15,2594,446,448
T768,chris,rag2026-23,15,2490,407,412
T768,chris,rag2026-24,15,2317,451,460
T768,chris,rag2026-25,15,1913,353,362
T768,chris,rag2026-26,15,2477,441,445
T768,chris,rag2026-27,15,2410,467,475
T768,chris,rag2026-28,13,1888,353,357
T768,chris,rag2026-29,15,2381,412,423
T768,chris,rag2026-30,15,2441,444,446
T768,chris,rag2026-31,15,2214,387,390
T768,chris,rag2026-32,12,1859,329,335
T768,chris,rag2026-33,15,2036,359,361
T768,chris,rag2026-34,15,2330,411,420
T768,chris,rag2026-35,15,2712,458,461
T768,chris,rag2026-36,15,2367,408,410
T768,chris,rag2026-37,15,2323,425,427
T768,chris,rag2026-38,15,2237,368,370
T768,chris,rag2026-39,15,2445,427,432
T768,chris,rag2026-40,15,2223,381,389
T768,chris,rag2026-41,15,2036,377,381
T768,chris,rag2026-42,14,2283,385,386
T768,chris,rag2026-43,14,2441,411,412
T768,chris,rag2026-44,15,2188,382,385
T768,chris,rag2026-45,15,2098,363,363
T768,chris,rag2026-46,15,2112,380,382
T768,chris,rag2026-47,15,2612,449,449
T768,chris,rag2026-48,14,2215,357,355
T768,chris,rag2026-49,15,2461,404,408
T768,chris,rag2026-50,15,2277,417,435
T768,chris,rag2026-51,15,2174,369,371
T768,chris,rag2026-52,15,1869,334,339
T768,chris,rag2026-53,15,2346,425,434
T768,chris,rag2026-54,15,2123,359,363
T768,chris,rag2026-55,15,2327,383,385
T768,chris,rag2026-56,15,2534,455,459
T768,chris,rag2026-57,15,2185,374,377
T768,chris,rag2026-58,15,1838,358,357
T768,chris,rag2026-59,15,2123,381,399
T768,chris,rag2026-60,14,2263,393,404
T768,chris,rag2026-61,15,2025,351,351
T768,chris,rag2026-62,12,1654,308,315
T768,chris,rag2026-63,15,1808,327,326
T768,chris,rag2026-64,15,2288,380,382
T768,chris,rag2026-65,15,2388,426,427
T768,chris,rag2026-66,15,1943,335,342
T768,chris,rag2026-67,15,2241,387,397
T768,chris,rag2026-68,15,2023,319,321
T768,chris,rag2026-69,15,2357,383,385
T768,chris,rag2026-70,15,2055,365,367
T768,chris,rag2026-71,15,2270,375,373
T768,chris,rag2026-72,15,2327,411,420
T768,chris,rag2026-73,15,2190,379,383
T768,chris,rag2026-74,15,2176,416,430
T768,chris,rag2026-75,15,2576,434,444
T768,chris,rag2026-76,15,2191,417,425
T768,chris,rag2026-77,15,1834,277,282
T768,chris,rag2026-78,15,2285,393,391
T768,chris,rag2026-79,15,2486,418,425
T768,chris,rag2026-80,15,1652,314,314
T768,chris,rag2026-81,12,1798,362,378
T768,chris,rag2026-82,15,2140,377,377
T768,chris,rag2026-83,12,2014,347,346
T768,chris,rag2026-84,15,1966,341,335
T768,chris,rag2026-85,15,2021,350,353
T768,chris,rag2026-86,14,1859,347,353
T768,chris,rag2026-87,15,2405,419,425
T768,chris,rag2026-88,15,2268,387,397
T768,chris,rag2026-89,15,2566,431,438
T768,chris,rag2026-90,15,2367,414,416
T768,chris,rag2026-91,14,1821,303,305
T768,chris,rag2026-92,15,2213,385,378
T768,chris,rag2026-93,15,2046,373,375
T768,chris,rag2026-94,15,2414,394,394
T768,chris,rag2026-95,13,2280,409,417
T768,chris,rag2026-96,13,2039,352,356
T768,chris,rag2026-97,15,2109,361,364
T768,chris,rag2026-98,15,2080,378,376
T768,chris,rag2026-99,15,2240,389,394
T768,chris,rag2026-100,15,2176,363,370
T768,chris,rag2026-101,15,2032,348,350
T768,chris,rag2026-102,15,2347,409,411
T768,chris,rag2026-103,15,1985,356,365
T768,chris,rag2026-104,12,1691,288,295
T768,chris,rag2026-105,15,2171,406,406
T768,chris,rag2026-106,15,2071,388,390
T768,chris,rag2026-107,15,2018,367,374
T768,chris,rag2026-108,15,2306,374,386
T768,chris,rag2026-109,15,2456,425,436
T768,chris,rag2026-110,15,2317,423,435
T768,chris,rag2026-111,15,2426,454,472
T768,chris,rag2026-112,15,2235,420,422
T768,chris,rag2026-113,15,2105,389,396
T768,chris,rag2026-114,15,2272,402,403
T768,chris,rag2026-115,15,2010,394,400
T768,chris,rag2026-116,15,1968,339,343
T768,chris,rag2026-117,15,2294,395,399
T768,chris,rag2026-118,15,2310,378,385
T768,conor,rag2026-0,15,2361,375,379
T768,conor,rag2026-1,15,2059,381,384
T768,conor,rag2026-2,15,2501,439,440
T768,conor,rag2026-3,15,1873,356,367
T768,conor,rag2026-4,15,2199,402,411
T768,conor,rag2026-5,15,2164,403,414
T768,conor,rag2026-6,15,2219,392,411
T768,conor,rag2026-7,15,2158,367,369
T768,conor,rag2026-8,15,1946,348,354
T768,conor,rag2026-9,15,2342,418,423
T768,conor,rag2026-10,15,2156,400,403
T768,conor,rag2026-11,15,2066,370,379
T768,conor,rag2026-12,15,2593,507,526
T768,conor,rag2026-13,15,2532,468,477
T768,conor,rag2026-14,15,2296,369,374
T768,conor,rag2026-15,15,2377,396,400
T768,conor,rag2026-16,15,2450,412,417
T768,conor,rag2026-17,12,1925,328,334
T768,conor,rag2026-18,15,2019,356,359
T768,conor,rag2026-19,15,2329,405,416
T768,conor,rag2026-20,15,2248,392,392
T768,conor,rag2026-21,15,1901,345,359
T768,conor,rag2026-22,15,1987,333,334
T768,conor,rag2026-23,15,2394,410,411
T768,conor,rag2026-24,15,2332,444,453
T768,conor,rag2026-25,15,2102,375,384
T768,conor,rag2026-26,15,2324,391,393
T768,conor,rag2026-27,15,2410,477,490
T768,conor,rag2026-28,13,1649,308,310
T768,conor,rag2026-29,15,2485,420,420
T768,conor,rag2026-30,15,2666,474,475
T768,conor,rag2026-31,15,2250,389,392
T768,conor,rag2026-32,15,2266,401,413
T768,conor,rag2026-33,15,2329,389,391
T768,conor,rag2026-34,15,2590,438,447
T768,conor,rag2026-35,15,2557,435,443
T768,conor,rag2026-36,14,2158,381,386
T768,conor,rag2026-37,15,2271,400,401
T768,conor,rag2026-38,14,2213,367,371
T768,conor,rag2026-39,15,2335,404,405
T768,conor,rag2026-40,14,2231,389,394
T768,conor,rag2026-41,15,1994,353,353
T768,conor,rag2026-42,15,2422,386,389
T768,conor,rag2026-43,13,2177,382,385
T768,conor,rag2026-44,15,2067,378,381
T768,conor,rag2026-45,15,2125,370,371
T768,conor,rag2026-46,15,2075,352,354
T768,conor,rag2026-47,15,2360,395,398
T768,conor,rag2026-48,15,2473,411,409
T768,conor,rag2026-49,15,2332,385,388
T768,conor,rag2026-50,15,2335,431,447
T768,conor,rag2026-51,14,1831,330,333
T768,conor,rag2026-52,15,2097,378,381
T768,conor,rag2026-53,15,2218,392,398
T768,conor,rag2026-54,13,1963,336,340
T768,conor,rag2026-55,14,2431,412,414
T768,conor,rag2026-56,15,2297,383,383
T768,conor,rag2026-57,15,2201,367,373
T768,conor,rag2026-58,15,1996,395,394
T768,conor,rag2026-59,14,2177,375,381
T768,conor,rag2026-60,15,2121,392,414
T768,conor,rag2026-61,15,2114,374,378
T768,conor,rag2026-62,15,2200,396,397
T768,conor,rag2026-63,15,1942,357,356
T768,conor,rag2026-64,15,2297,388,391
T768,conor,rag2026-65,15,2479,449,460
T768,conor,rag2026-66,15,2288,389,391
T768,conor,rag2026-67,14,2070,371,379
T768,conor,rag2026-68,15,2178,350,352
T768,conor,rag2026-69,15,2407,406,416
T768,conor,rag2026-70,14,2267,412,414
T768,conor,rag2026-71,15,1950,347,344
T768,conor,rag2026-72,15,2387,444,445
T768,conor,rag2026-73,15,2248,387,389
T768,conor,rag2026-74,15,2213,404,409
T768,conor,rag2026-75,15,2226,386,388
T768,conor,rag2026-76,15,2391,471,493
T768,conor,rag2026-77,15,2253,355,358
T768,conor,rag2026-78,15,2312,420,419
T768,conor,rag2026-79,13,2010,338,348
T768,conor,rag2026-80,15,2239,422,425
T768,conor,rag2026-81,11,1557,289,297
T768,conor,rag2026-82,15,2204,383,386
T768,conor,rag2026-83,15,2267,384,384
T768,conor,rag2026-84,15,2060,367,358
T768,conor,rag2026-85,15,2133,367,374
T768,conor,rag2026-86,15,2096,369,371
T768,conor,rag2026-87,15,2400,409,411
T768,conor,rag2026-88,15,2285,399,404
T768,conor,rag2026-89,14,2481,422,427
T768,conor,rag2026-90,15,2169,374,377
T768,conor,rag2026-91,14,1828,307,307
T768,conor,rag2026-92,15,2014,353,349
T768,conor,rag2026-93,15,2109,377,380
T768,conor,rag2026-94,15,2163,352,353
T768,conor,rag2026-95,15,2479,435,441
T768,conor,rag2026-96,15,2438,418,422
T768,conor,rag2026-97,15,2394,428,440
T768,conor,rag2026-98,15,2085,358,358
T768,conor,rag2026-99,15,2504,415,422
T768,conor,rag2026-100,13,2160,354,362
T768,conor,rag2026-101,15,2042,358,362
T768,conor,rag2026-102,15,2349,451,482
T768,conor,rag2026-103,15,2171,364,369
T768,conor,rag2026-104,15,2002,353,364
T768,conor,rag2026-105,15,1893,339,341
T768,conor,rag2026-106,15,1906,355,356
T768,conor,rag2026-107,15,2017,384,396
T768,conor,rag2026-108,15,2181,365,381
T768,conor,rag2026-109,15,2168,363,371
T768,conor,rag2026-110,14,2400,450,463
T768,conor,rag2026-111,15,2293,436,460
T768,conor,rag2026-112,15,2471,446,448
T768,conor,rag2026-113,15,1890,342,345
T768,conor,rag2026-114,15,1894,314,314
T768,conor,rag2026-115,15,2072,436,441
T768,conor,rag2026-116,15,2414,424,427
T768,conor,rag2026-117,15,2242,384,387
T768,conor,rag2026-118,15,2462,405,408
T047,damon,rag2026-0,3,497,85,85
T047,damon,rag2026-1,31,3858,668,667
T047,damon,rag2026-10,23,3252,587,589
T047,damon,rag2026-100,19,2550,407,423
T047,damon,rag2026-101,17,2436,446,443
T047,damon,rag2026-102,17,2245,400,409
T047,damon,rag2026-103,11,1655,294,295
T047,damon,rag2026-104,29,3881,639,643
T047,damon,rag2026-105,14,2261,411,412
T047,damon,rag2026-106,16,2103,355,357
T047,damon,rag2026-107,13,1608,324,363
T047,damon,rag2026-108,33,4157,720,718
T047,damon,rag2026-109,12,1635,274,275
T047,damon,rag2026-11,15,2285,366,369
T047,damon,rag2026-110,26,3578,618,613
T047,damon,rag2026-111,41,4951,962,1027
T047,damon,rag2026-112,14,1846,346,346
T047,damon,rag2026-113,13,1769,334,334
T047,damon,rag2026-114,22,3252,584,588
T047,damon,rag2026-115,14,1733,331,332
T047,damon,rag2026-116,12,1817,316,323
T047,damon,rag2026-117,45,5334,929,929
T047,damon,rag2026-118,24,3560,588,597
T047,damon,rag2026-12,57,6951,1310,1367
T047,damon,rag2026-13,20,2857,484,485
T047,damon,rag2026-14,23,2863,475,481
T047,damon,rag2026-15,13,2068,350,358
T047,damon,rag2026-16,11,1385,260,278
T047,damon,rag2026-17,6,779,126,126
T047,damon,rag2026-18,1,157,30,30
T047,damon,rag2026-19,28,3518,603,606
T047,damon,rag2026-2,11,1486,280,281
T047,damon,rag2026-20,9,1048,175,177
T047,damon,rag2026-21,18,2432,447,446
T047,damon,rag2026-22,19,2502,419,420
T047,damon,rag2026-23,24,3578,579,584
T047,damon,rag2026-24,18,2521,490,495
T047,damon,rag2026-25,22,3547,675,682
T047,damon,rag2026-26,22,2623,435,437
T047,damon,rag2026-27,16,2745,484,490
T047,damon,rag2026-28,7,785,154,153
T047,damon,rag2026-29,15,1961,344,350
T047,damon,rag2026-3,32,4441,872,928
T047,damon,rag2026-30,15,2091,347,348
T047,damon,rag2026-31,9,1513,273,273
T047,damon,rag2026-32,14,1806,312,321
T047,damon,rag2026-33,7,639,137,137
T047,damon,rag2026-34,21,2729,461,462
T047,damon,rag2026-35,14,2337,416,419
T047,damon,rag2026-36,5,588,107,107
T047,damon,rag2026-37,21,2913,499,504
T047,damon,rag2026-38,18,2341,393,398
T047,damon,rag2026-39,11,1569,261,259
T047,damon,rag2026-4,21,2430,407,411
T047,damon,rag2026-40,6,737,108,108
T047,damon,rag2026-41,4,544,95,95
